PropName,BladeName,Family,B,D,P,J,N,CT,CP,eta
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.113578,6043.0,0.128215,0.112438,0.129516
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.170594,6043.0,0.126315,0.112042,0.192328
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.227089,6043.0,0.122438,0.109617,0.253649
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.280419,6043.0,0.117189,0.106619,0.308221
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.337563,6043.0,0.112078,0.104211,0.363048
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.390673,6043.0,0.10651,0.101066,0.411711
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.453885,6043.0,0.099455,0.098394,0.45878
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.510619,6043.0,0.091677,0.093974,0.49813
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.563855,6043.0,0.084044,0.09007,0.526137
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.62544,6043.0,0.075631,0.085729,0.551764
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.681656,6043.0,0.066384,0.079786,0.567138
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.738534,6043.0,0.055651,0.071549,0.574443
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.793342,6043.0,0.045302,0.063238,0.568328
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.850782,6043.0,0.034358,0.054679,0.534592
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.912266,6043.0,0.022406,0.044442,0.459932
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.962425,6043.0,0.011545,0.035425,0.313629
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,1.026329,6043.0,-0.000567,0.025364,-0.02293
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,1.075117,6043.0,-0.010926,0.015609,-0.752619
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,1.140687,6043.0,-0.023374,0.00614,-4.343338
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.084966,8043.0,0.131715,0.113065,0.098981
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.127626,8043.0,0.128989,0.111854,0.147177
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.170211,8043.0,0.127574,0.111773,0.194274
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.212723,8043.0,0.125484,0.110844,0.24082
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.25561,8043.0,0.122255,0.108631,0.287666
apcff 4.2x4.0 - 2,apcff 4.2x4.0,apcff,2,4.2,4.0,0.295666,8043.0,0.118147,0.105975,0.329624
